,Company,RCRP,"RCRP, no extended terms",HRP,IVP,LW,OAS,dateThru
0,GAB,-0.000439970015306106,0.0008786665622043916,0.0009008549068167964,0.0006238123751360655,-0.0006154604472897545,-0.0009645384722931886,2021-09-01
1,HTY,-0.0008603416939955575,0.0013013172097626122,0.0009522262276106636,0.0009238746691246234,0.0009720431908046693,0.0012284940613130908,2021-09-01
2,GCV,-0.0006174549718635299,0.0010395103199006097,0.00039174126256815047,0.0008298154260893317,2.839761333006569e-05,-0.00039426928501501933,2021-09-01
3,IFN,-0.0008140531498763366,0.00047284333033053373,0.0004786585378549858,0.0010947061024344335,0.0018760579324039429,0.001045503432304968,2021-09-01
4,IIF,-0.00039273754334419737,0.00039427940752342704,0.0005406887138584293,0.0009128183603190751,-0.0029922216637920168,-0.0043635589398752575,2021-09-01
5,EMF,-0.0002661461000543777,0.00021001828999813376,0.00029817919947830896,0.0007890135296784724,-8.398758626602869e-05,0.0003415764602042214,2021-09-01
6,IHD,-0.00023011436838841552,0.00020146326577476082,0.00028603297033576354,0.0007568733296081435,-0.0019963512273202975,-0.005991869046568649,2021-09-01
7,KF,-0.00017670731666114602,0.0002944570178516493,0.00041806338802470545,0.0006455454442643081,0.0006814203344662528,0.0016577578787673607,2021-09-01
8,BCE,-0.00301939432971348,0.001213591586190873,0.002403938636501184,0.0015394696930241783,0.0014220448221892478,0.003000784526093552,2021-09-01
9,ENB,4.73707053758165e-05,0.0004746244848198804,0.00027602807398999235,0.0006020724090884562,0.0016323979517464922,0.0045091408608081895,2021-09-01
10,BIP,-0.00036948100583174856,0.0009366683767874443,0.0008199750773803296,0.0007540199807454512,-0.0021416010208572386,-0.0008063253509261193,2021-09-01
11,FT,-0.0048511828213032284,0.0006203761688798901,0.0015671162478836168,0.001965228918629257,0.0031170696091220823,0.0032880380195028556,2021-09-01
12,PDT,-0.0001118997458806411,4.845712780221162e-05,0.00030941834229917506,0.0008152448560960726,-0.006797592054785746,-0.007908688156379266,2021-09-01
13,HTD,-0.0003628549285337371,6.074061751755177e-05,0.0005441380109034727,0.0010219028290203987,-0.0074374702638204376,-0.008866595292510491,2021-09-01
14,HPF,-0.0004748953435414839,0.00011153443622877707,0.00030602409882744634,0.0010499469507138186,-0.0026781103284538614,-0.0023062639437648504,2021-09-01
15,DFP,-0.0017690325276500556,0.0002699570629571615,0.00073063671300251,0.001442218255823953,-0.00016930510581688755,-0.0007586540216075759,2021-09-01
16,ZTR,-0.0003625671105443086,0.00018211096396249297,0.0004829178571356126,0.0009832963247654617,-0.003472255510090069,-0.0037123210933559907,2021-09-01
17,PDI,-0.0007447893097196226,8.000590742714438e-05,0.0007050592276477588,0.00126839727829893,0.0030116799261855425,0.005287925569023478,2021-09-01
18,PCN,-0.00019758697832964912,3.3390636568131944e-05,0.0009094868518139997,0.0008967967422852577,-0.001078116301407015,-0.0002990959735317069,2021-09-01
19,PFL,-0.0004160471347120409,4.155252500405655e-05,0.0009936504987434114,0.001116006548162954,0.0014879780580192823,0.0033015453131677564,2021-09-01
20,PHK,-0.00045172992719833173,0.00011566035125777169,0.0005216033708203943,0.0010620660841890147,-0.0007039537325993377,0.00045956889877540305,2021-09-01
21,PGP,-8.55041703691993e-05,0.00023512580683984627,0.00029194590269581236,0.0007542387352178446,-0.0024441390094020873,-8.609281825151131e-05,2021-09-01
22,RA,0.0007247338509415334,0.0003088524570299444,0.0004704621214707398,0.0009286544847581953,0.0007758676632478489,0.0026207729623710877,2021-09-01
23,JRS,0.00034455389094498635,0.00022200557432549672,0.00035505955256764487,0.000667524144768914,-0.006477912740814721,-0.007034018218081285,2021-09-01
24,EDF,8.820218913610201e-05,0.00013950338060622457,0.00023376053623148056,0.0005069069212473238,-0.011653652195251852,-0.01420933342090495,2021-09-01
25,EDI,0.00016616823544312616,0.00016382263068200867,0.00027451138337051493,0.000595274644878026,-0.006411116582254006,-0.007184660985523201,2021-09-01
26,EMD,0.0012843623093699871,0.0005596682553521105,0.0009378149182788266,0.0011698199296253597,-0.0018180976736072558,-0.004240241890043661,2021-09-01
27,PHT,0.003899768063464951,0.0005287546098631989,0.0007643544775274635,0.0011075179087768887,-0.0030031139016235353,-0.004845996389317103,2021-09-01
28,VLT,-0.008176173919106383,0.0005599376954068473,0.0007391116577868456,0.0019473860942243605,0.0005311643782451618,-0.00021975286770403837,2021-09-01
29,BGH,-0.004050097137058203,1.882349860959665e-05,0.0005465495905876355,0.0018727894874604075,-0.00019898640986311573,-0.00029963141191618813,2021-09-01
30,FSD,-0.018815542420122497,2.7953774502116586e-05,0.0008116516661637892,0.002781179849091002,0.0007346074654230026,-0.00015806949609571122,2021-09-01
31,GHY,-0.006168478803850532,3.4650921520744934e-05,0.0007471517143104317,0.0020306409370037253,-0.0007763295082187181,-0.0016151482446310748,2021-09-01
32,JRI,0.0035344240528069034,2.7940856113374667e-05,0.0003050266240485851,0.0009431705703982212,-0.005618704391416479,-0.007326352308178851,2021-09-01
33,NCV,0.002617308498133477,2.3587734808272527e-05,0.0002203531296461677,0.0008031995619716149,-0.006218174675146849,-0.006790387612628497,2021-09-01
34,DSL,0.008989352876670501,3.527198242057265e-05,0.0008455192184823285,0.0012010666162033756,-0.0028506182615755673,-0.0033790976009273744,2021-09-01
35,JQC,-0.0013522425639481137,4.373296506185005e-05,0.0006098212238258389,0.0015626601751232772,-0.0015862256638440656,-0.003489518392085493,2021-09-01
36,DSU,-0.002584270419966682,1.8059237902309246e-05,0.0007984933264288028,0.0019326074163105755,-0.00011830875139012512,-0.00027057091801635513,2021-09-01
37,JPC,-0.0011735712780787117,1.459751979189533e-05,0.00045531458948322727,0.0015621520222594738,-0.003247400979908091,-0.004367000931551596,2021-09-01
38,HYT,-0.0013870092120806794,2.5996235057512134e-05,0.000669196088883705,0.001619667042336884,-0.001642643405784293,-0.0029647520797407905,2021-09-01
39,AWF,-0.010809746461306016,6.999537136776869e-05,0.0015932629340028196,0.0023858200275617444,0.001966218589492753,0.0034032817415683048,2021-09-01
40,JGH,-0.007263039003673607,6.0758855239117776e-05,0.0009296778979109281,0.002070989707584617,-0.0013855001366274821,-0.0030883356855343977,2021-09-01
41,AFT,-0.00602453451398592,7.021117450979821e-05,0.0015193830130003,0.0022680184412767626,0.0026306110836488983,0.0038870549699043084,2021-09-01
42,AIF,-0.0031998654172832176,6.0489703302752255e-05,0.0007969693659448866,0.0019539875747108665,0.0033893359910474605,0.00577042339432359,2021-09-01
43,ARDC,-0.002585083664914707,9.678209331965262e-05,0.0006943467163112388,0.0017792558194351562,-0.0007255065869177751,-0.0011846746680638635,2021-09-01
44,KIO,-0.005548589367896741,0.0001859558384346522,0.000923013110624803,0.001971652963348575,-0.00019277434237347177,7.08224537917951e-06,2021-09-01
45,LGI,-0.0007042469174321764,0.0006268435796229719,0.0010055567978611783,0.001239404935827631,0.00040122554424901403,0.0007318652549052401,2021-09-01
46,MFD,-0.0003884008734895547,0.0004596659941167564,0.0009095849593644704,0.0009088587974101734,0.001596928307639876,0.004564094639490646,2021-09-01
47,BGY,-0.002092455907249903,9.345957040998525e-05,0.0004590213921100238,0.0016791518389297785,-0.0011051181444989633,-0.0008958298369123129,2021-09-01
48,RGT,-0.00043803063189034,5.150437537479405e-05,0.00025296082552685596,0.0009253591284887297,0.001006050553286659,0.0004014656095515703,2021-09-01
49,STK,1.3486556525924012e-05,3.0406813985175273e-05,0.00022420417380072558,0.0005939719656775572,-0.002251813547042035,-0.001308120505923199,2021-09-01
