,Company,RCRP,"RCRP, no extended terms",HRP,IVP,LW,OAS,dateThru
0,FIX,3.0556968603470534e-06,0.00010922248440382268,9.476479712394194e-05,0.0002516606592046229,0.00036109353498118716,0.0014279184274001075,2021-07-01
1,WTS,3.314327314235075e-05,0.00023656457419088902,0.00021846606324628164,0.0005450708891149929,-0.0003015723254848756,0.0005913371554139949,2021-07-01
2,ALV,8.720268072028671e-07,7.551007128115719e-05,9.381939067203589e-05,0.0003115192332507345,9.72777175927038e-05,7.672010431698411e-05,2021-07-01
3,CNHI,5.277610187788575e-07,6.405984447033478e-05,8.277255420755039e-05,0.000264280953427464,-0.0011836182594947345,-0.0009516870979925864,2021-07-01
4,CRH,2.31720286962532e-06,0.00016550348082305997,0.00016422216141573917,0.0004097328354123046,-0.0017430511002551484,-0.0031148629940475655,2021-07-01
5,WCC,-8.640532961828816e-06,3.643853521782547e-05,8.299589521798728e-05,0.00014255661136454626,-0.0024180839150596996,-0.0023195890885535863,2021-07-01
6,BHE,-1.9044585799857942e-06,4.757377687763371e-05,0.00011603758375331178,0.0003226452419684292,0.0026776896469756857,0.004677967468854219,2021-07-01
7,ST,-3.614475817013332e-07,3.094494673890764e-05,0.0001343329464534009,0.00036591847777557964,0.0013348238206692046,0.0018890085124639922,2021-07-01
8,ARW,1.56098311574623e-05,1.2939520075812097e-05,0.00014077194443170928,0.0004731372292044879,0.0032821838595344663,0.006135215485993795,2021-07-01
9,VSH,-5.946255820415107e-08,7.834662385858279e-06,8.523505134358892e-05,0.0002864766568836565,-5.205311270915967e-05,2.3805622271150206e-05,2021-07-01
10,RMT,5.6446552412987425e-05,3.153901584177653e-05,0.001043643543023604,0.0006566884822320498,-0.001336549025852225,-0.0026549491062709866,2021-07-01
11,BDJ,0.0003645059780147138,0.0003709252747566026,0.000562306495707496,0.0012996425705093992,-0.0011702817200998738,-0.0014085793681404902,2021-07-01
12,UNVR,-3.1710549408442406e-05,6.70791582529216e-05,0.00012876037604807683,0.00023503097683661423,0.0006193613032272606,6.003282805824575e-05,2021-07-01
13,KBR,-7.860656520859291e-07,0.00011812953990504959,0.00010982146815313031,0.0002913318265492489,-0.002056640461698143,-0.001997952445742444,2021-07-01
14,GATX,-1.0422268991666376e-06,5.171641571195386e-05,0.00012607410473144585,0.0003347229720976575,0.0011947274154988495,0.0009332471549054877,2021-07-01
15,HPE,-9.866033288958117e-07,5.07145745996831e-05,0.00011428810951815206,0.0003282387788284131,0.002605698890865518,0.0011861975490181928,2021-07-01
16,NCR,7.594405803673966e-08,4.0362472970035374e-05,5.9524658652738695e-05,0.00015897510878779724,-0.0010924418820328133,-0.0007975995514938344,2021-07-01
17,MTZ,-1.3192574931489985e-06,4.624845681307309e-05,7.82044565574739e-05,0.000207630489908771,-0.0018495318004858373,-0.0011800240065940274,2021-07-01
18,PGTI,-2.4930608344288214e-06,1.688984872634351e-05,7.099301508293653e-05,0.0002165422008096437,-0.0012002049423050006,-0.0021887905914825426,2021-07-01
19,NX,-4.286554131607194e-06,1.9821234906734447e-05,0.00014735381677312713,0.0002541250605030383,0.001445202611152799,0.0036611260306591447,2021-07-01
20,GMS,-5.231846803676012e-07,2.1016967004239842e-05,5.202140328164057e-05,0.00015867517589797392,0.0005238887785916172,0.0019247929865143182,2021-07-01
21,CLH,-7.578582981654076e-06,4.03927701543207e-05,0.00013390529427431433,0.00029844982486215574,0.00026231924786671224,0.00034899722053321553,2021-07-01
22,EVR,-5.487700758580372e-06,3.605935112939567e-05,0.00010211237157724875,0.00026643151702879545,-0.0007312448529211385,-2.4158470648982862e-05,2021-07-01
23,CIR,1.622850284656858e-06,1.4476839170133374e-05,3.921037840853446e-05,0.00010472087222663414,-0.003507842725044493,-0.0038023339432426036,2021-07-01
24,HRI,2.0424957756665433e-06,1.5825500804320253e-05,4.3851195005908615e-05,0.00011447666359869143,-0.0026328936195700943,-0.0013020929494429185,2021-07-01
25,KOP,1.3888682720686543e-07,3.957636903200646e-05,5.505631039266056e-05,0.0001451602821004928,-0.004440509227961153,-0.006863805384253368,2021-07-01
26,WNC,4.447722891949045e-07,6.080740657043527e-05,8.407515009527156e-05,0.0002230325951434621,0.0015370561329114585,0.0011407776952522416,2021-07-01
27,AXTA,2.3884129068910015e-06,0.00018754881995528837,0.00020542054675746926,0.0004308971241586151,0.001646016080892773,0.0021379434225713857,2021-07-01
28,CMC,-6.464070623292495e-06,7.697479697731818e-05,5.3320975798175285e-05,0.00018352437116430774,-0.002667591940627288,-0.004178138716491252,2021-07-01
29,CMP,-3.135116944996049e-05,0.00012993897895662818,0.00012491580291875182,0.0003098023033405893,0.00244134381464823,0.0035380157339654646,2021-07-01
30,AN,-1.0530604547602919e-05,5.288234528874414e-05,0.0001426812377935493,0.00023031247962879527,-0.0002542737667566995,-0.0013612374220711842,2021-07-01
31,GPI,1.7851976870910032e-07,3.0281555202236047e-05,7.28336953851893e-05,0.0001318818223277187,0.0007559175579691888,0.0007580022107893133,2021-07-01
32,GEF,-1.4173236947420463e-05,6.396434533462504e-05,7.973763334007011e-05,0.00025918694803656246,0.003202920828109781,0.0050011333984900565,2021-07-01
33,R,-1.0953139841449335e-05,5.796964097167565e-05,7.057930916879842e-05,0.00023489608536789923,-0.0028168263603051934,-0.005429076843446693,2021-07-01
34,MPC,-7.420314017751155e-06,0.0001060874530155202,7.998456167850538e-05,0.00019804667688354426,-0.002711135271635424,-0.002217787505958091,2021-07-01
35,XRX,3.021230064269971e-06,4.408189299515265e-05,0.000154233763393305,0.00024769085832945315,0.0002098779950811276,0.0011719470085845645,2021-07-01
36,KW,2.2591108710567435e-05,4.616125838895084e-05,0.00022133786693707576,0.00043602574630413095,0.0007446155009744106,-0.00013727610097659043,2021-07-01
37,STWD,6.720709422615621e-06,3.256643669555542e-05,0.00017370945375644607,0.0003076130365641126,0.0025382520112387998,0.0028876200875547946,2021-07-01
38,PVH,-1.8867537324214133e-07,1.312302046872901e-05,4.095971078662614e-05,0.00012707459972301563,-0.0017408132433959442,-0.002875024341217624,2021-07-01
