,Company,RCRP,"RCRP, no extended terms",HRP,IVP,LW,OAS,dateThru
0,RNG,0.0001282226053972545,0.0008533855064824721,0.0009085644515017763,0.0005361188102500081,0.0011565538229298183,0.004635083033966776,2020-06-01
1,SHOP,0.00012423622238819508,0.0008403002998800501,0.00033476297870687667,0.0005278983455921517,-0.002033333847734985,5.7582061500282316e-05,2020-06-01
2,DPZ,0.000571497860754217,0.0026471614642081323,0.0018655526811334592,0.0011008111556806027,0.005288908841599109,0.0011759058360916407,2020-06-01
3,GJO,0.011430686504082159,0.019562674785256882,0.014506137873730835,0.005679987054689625,0.016442765734678736,0.025449449487670518,2020-06-01
4,ATHM,0.0003450291866553788,0.0020898823500825362,0.0008191698997253111,0.0008821618919307994,0.0008759226296499041,0.0022264944167274293,2020-06-01
5,WWE,0.00025298683047756564,0.0016945974219925472,0.0005328417364334546,0.0007153078582566916,0.004572897688806545,0.003744416713894647,2020-06-01
6,DSX,0.00010258377088442124,0.0010733832291481321,0.00026545671467372706,0.0004574599448910928,-0.0030334814169700433,-0.004366920267824135,2020-06-01
7,OSG,7.186176337380909e-05,0.00084805974074372,0.00024163691521266882,0.0003614304301855616,-0.0017628434116509326,-0.0002885716375757097,2020-06-01
8,FMY,0.01685708745039788,0.035052893390091364,0.017667122174594874,0.00691769415945239,0.017870153036375215,0.03309345278910516,2020-06-01
9,TDOC,-0.00027205791050447,0.0027620502988861626,0.0016823936248172152,0.0005450910716009436,0.0014041302043797624,-0.00016924948185616405,2020-06-01
10,NAT,-6.239329699526578e-05,0.000647049595964469,9.962184456536067e-05,0.0002351780318219517,-0.0024114915343175876,-0.003994783852642367,2020-06-01
11,TK,-6.290100833747349e-05,0.0006484944710243175,0.00014366558604694837,0.00023570318920543973,0.00018408651855547316,0.0008705150013442138,2020-06-01
12,ASC,7.690047777841668e-06,0.0009319902569361655,0.0002073844838707734,0.000340242820741298,0.0010468216665844153,0.002697507903213571,2020-06-01
13,DHT,0.00044920187979924353,0.0004928104526234688,0.002050040739086541,0.000568417495211375,0.004345075224296369,0.001980870041796585,2020-06-01
14,STNG,-5.097875818868349e-05,0.00022980235276625802,0.0003566884122873307,0.00026505865908018825,-0.0007834735223506272,-0.006263892519473895,2020-06-01
15,EURN,0.00039971317493250934,0.0004999840594761239,0.0002517380564308376,0.000600070406819238,0.00266278436802232,0.00509223750842781,2020-06-01
16,INSW,0.00011279783698686382,0.0003901344136170936,0.00019834357618088097,0.0004682311602867685,-0.0002944867062166825,-1.648294780945905e-05,2020-06-01
17,GJS,0.01896591869575746,0.04052751669672867,0.02140704108682333,0.007748866592936094,0.012781918882156068,0.012591594584541448,2020-06-01
18,CNX,6.566017860598447e-05,0.000360613040674993,0.0003836971711784321,0.000269766069191021,0.001212964870954701,0.0027794213874380125,2020-06-01
19,EQT,9.391219799839111e-05,0.00039926866253117954,0.0006289889391381087,0.0002986834237624445,0.0002367494162022691,6.456879155132553e-05,2020-06-01
20,SWN,0.00017360147756542404,0.0007832581949337473,0.0004866059407165641,0.0003421181643558733,0.004696832252923523,0.004946036735823474,2020-06-01
21,RRC,4.1071973069486025e-05,0.0005715685164328496,0.0002039563177389119,0.0002496545493049792,-0.0021560105246388474,-0.005934882232139283,2020-06-01
22,AC,1.8954760800912245e-05,0.00021200175835042504,0.000162928154500509,0.00027765878498434545,-0.00203777530933449,-0.0031944810656781317,2020-06-01
23,PRA,6.8648773603659e-05,0.00040535115044315194,0.0004556862222837624,0.0005308885586600443,0.0012148013206398469,0.001602867587803868,2020-06-01
