Date,RCRP,"RCRP, no extended terms",HRP,IVP,LW,OAS
2022-09-01,0.0012026705510072913,-0.0029808458144807513,-0.005122449949024969,-0.006737746170648947,-0.0028142693315289105,-0.0017029968866919586
2022-09-02,-0.002241616607201643,-0.00103437163202052,-0.0013354115686612183,-0.0017735776692433013,-0.0016402787797657227,-0.0016115214623182712
2022-09-06,-0.0003630933350992142,-0.003430369074760774,-0.0049236021898536,-0.005758349803166441,-0.0021210468771630936,-0.0020786789179739152
2022-09-07,-0.00011691749600096588,0.004141399231997953,0.0070046690866211936,0.009533608357955936,0.0012338184637872363,0.0017787789314873
2022-09-08,4.0657570750023104e-05,-0.00025288235128189806,1.3711020618346147e-05,0.0003994365374789721,-0.0044204371128048,-0.005852775565891342
2022-09-09,0.0014674576448180908,0.005004310849972108,0.007073174286849023,0.008985603883167492,0.0015701573129967988,0.0025117676084734524
2022-09-12,-0.001609540728737899,0.0014798267865524782,0.003955254482900174,0.00540931540579536,0.002393960377833738,0.003638859530305334
2022-09-13,-0.0011848400460422687,-0.008860984545339061,-0.014742419875135632,-0.019735738329478815,-0.004099574296680837,-0.00336061554705488
2022-09-14,-0.0001691241794589915,-0.0016662372852931048,-0.0016137918623477124,-0.0020151841299833723,-0.00239875268553532,-0.0020600154297150575
2022-09-15,-0.0003573974216354946,-0.004399991197066081,-0.005983524235959623,-0.00760040140863213,-0.00033164182743553776,0.0031817804735135755
2022-09-16,-0.00033845234368117986,-0.002789852185378705,-0.004516876433456233,-0.006207493330640029,-0.002327507026896947,-0.00350585314914463
2022-09-19,-0.0008204942894158474,0.0003392174223202335,0.0016219108851504638,0.0027850479532753702,-0.0010416503272748338,0.0004002954607979437
2022-09-20,-0.00622059947699874,-0.008478084804980452,-0.009852338727605228,-0.011068077390568932,-0.0033590452033008134,-0.0028302450404217696
2022-09-21,-0.0009440603905187289,-0.0024212645070630884,-0.003943086505708859,-0.0057859939645374696,-0.0019447259831005166,-0.001974424734026987
2022-09-22,-0.004000862112874496,-0.007339061952142094,-0.010082721923448402,-0.011828663383803312,-0.004770287998217436,-0.004685507072248765
2022-09-23,-0.003861840769513591,-0.011547311695250249,-0.015210486339734196,-0.018082631861527684,-0.004628258278637636,-0.002163440030309137
2022-09-26,-0.008709979498027527,-0.011951700271635939,-0.0132085412354089,-0.016074391556986065,-0.0030402590361921886,-0.0027308943599968862
2022-09-27,-0.002088508404676147,-0.0019920466509550814,-0.002555916814566785,-0.0030743371369612834,-0.000247327257554757,0.0001948719611257819
2022-09-28,-0.004347938554687513,0.005841970393442414,0.010542595753483631,0.015148900093403713,0.004244899161482749,0.002622875082188591
2022-09-29,-0.006516614937097211,-0.011557410276406355,-0.01417295851549821,-0.017356939596975852,-0.005229956107648149,-0.004024058850081593
2022-09-30,0.00812176739099335,0.002986471470781994,-0.0006838830083430352,-0.002265839075941978,-0.0024247121296107725,-0.004834242813546833
