Date,RCRP,"RCRP, no extended terms",HRP,IVP,LW,OAS
2022-04-01,0.003131486586108198,0.004670355926854435,0.005524004138173611,0.005641452760490607,-0.00017830651637847563,-0.00018068679671564934
2022-04-04,-1.6531381687302917e-05,6.231351947779475e-05,-0.0003390056955504203,-0.0003203894462662301,0.0008020505207477291,0.0008440469701006105
2022-04-05,-0.0012043292498769066,-0.005310738320012381,-0.008032754072001453,-0.009751808570937019,-0.005293502323328897,-0.004353482927135713
2022-04-06,-0.002638430186610068,-0.0027278830728645876,-0.0033675271710153685,-0.004921192644758239,-0.004528334423026579,-0.004164845319820902
2022-04-07,0.0012697760619550906,0.0012350852136502146,0.00035704238927591946,-0.0006578882096543285,7.825444442766065e-05,-0.0004327066011373164
2022-04-08,0.0005831405762730595,0.0005479065299659125,-0.0005837409163115103,-0.001098398923720404,0.0014081244240368262,0.0018235156921736916
2022-04-11,-0.006216544570481897,-0.0068719289075776565,-0.00749678089324738,-0.007915463494501285,-0.0054878301910198,-0.005219340124635798
2022-04-12,0.002313549775310834,0.0014264937359683644,0.0004886221450602253,4.827778336796197e-05,-1.3314003569753598e-07,0.0003150877585824638
2022-04-13,-0.00345134435929135,-0.00026688061837490835,0.0016278023160906437,0.0029810659495586385,-0.000685034624539204,-0.0006712826486165429
2022-04-14,-0.008293217088923601,-0.005261645545138295,-0.005016320375778361,-0.004537322307786291,-0.0024697533123985253,-0.0016310794808171052
2022-04-18,0.0010436147646906682,-0.00048591651722987956,-0.0013429373490342227,-0.0017152785525275055,0.0005585017928792011,0.0012294580295863153
2022-04-19,-0.002395188255153395,-0.00018312944969359318,0.0029969896715111477,0.00545557266785444,-0.0044081432576673855,-0.00450083530371808
2022-04-20,-0.0001303164652851675,0.0038995523237900886,0.0054861104444867735,0.007938393569895707,0.005752525679486391,0.005712476494239709
2022-04-21,-0.003578689790536593,-0.005785823483677694,-0.006699122000443293,-0.007547205492147048,-0.0012421680448513393,-0.0012725990161768848
2022-04-22,0.0038437255632735906,-0.00406027585983715,-0.008301136188064051,-0.011626190737864093,-0.0036280455826618314,-0.0034505722792268993
2022-04-25,-0.0030168412402835558,-0.0028591370514066783,-0.002608269231456768,-0.0019885893936976936,0.0019008574639254288,0.001759827966067763
2022-04-26,-0.0001302498067390723,-0.00480133087553946,-0.008198308387119695,-0.01052575575753142,-0.0023162518557616005,-0.002193156368394171
2022-04-27,0.0010989688133815575,7.018416567862082e-05,-0.000554878927916722,-0.000530704357764913,0.00265326311237164,0.0031953703979130123
2022-04-28,-0.002229371693265901,0.003943542895252941,0.0070380465067795325,0.010351744702536551,0.0030994864650766185,0.003001640428678711
2022-04-29,-0.0012744586981678046,-0.00673937190865704,-0.010207827333229022,-0.013468122864576862,-0.0011537069902205173,-0.00031478135652066394
