Date,RCRP,"RCRP, no extended terms",HRP,IVP,LW,OAS
2022-06-01,-0.00047989620312620076,-0.0010060396822778816,-0.0019057846696014635,-0.001966505312233987,-0.0010895779328952068,-0.0010703709206599799
2022-06-02,0.0006599009832464446,0.0037999709979644144,0.00665257973279193,0.008388306311894831,0.0024284477213723527,0.002744752032743207
2022-06-03,-0.00021069274890312762,-0.0037347848597645843,-0.005361901429912741,-0.007076298590447403,-0.0051652670415171156,-0.004556853374422135
2022-06-06,0.00031610658792115455,0.0010233884613161345,0.0012213497781054764,0.001396128156234083,-0.002088333486987147,-0.002217024554837938
2022-06-07,-0.0016310643290887714,0.0023531500660514946,0.004083951560786451,0.0054999295049936205,0.0005675893886318707,0.0003757446749002878
2022-06-08,7.797843387128987e-05,-0.003880295582343553,-0.006138929156970157,-0.007983392341066544,-0.0009178733997023518,-0.0012745112511978172
2022-06-09,0.0007124840288908045,-0.005809198658977852,-0.009413666554137933,-0.01179158238741842,-0.0034298803993416836,-0.002294799439643601
2022-06-10,-0.002743386649497039,-0.0074194365837039295,-0.011242113207724582,-0.013890529403097889,-0.0019006524842383745,0.0004233872153775251
2022-06-13,-0.009997927135199085,-0.022708079235032864,-0.028397305115503035,-0.03235595283874533,-0.010176559442803412,-0.008574609568667294
2022-06-14,-0.0023884801944316796,-0.006584579448752268,-0.007996280694449104,-0.00846179478596008,-0.0017337060573891243,-0.0002276335115906845
2022-06-15,0.0012414807630213884,0.004045730972301916,0.004313483819377488,0.005077305607752997,0.0028166356753157418,0.002428907414534315
2022-06-16,-0.0015619613014084429,-0.014070202814918059,-0.021265010166056933,-0.026761084198653484,-0.002944602230607046,-0.0014159535824034217
2022-06-17,0.00048395284655655045,0.001544381561861323,0.0018115224267891662,0.0023653121481493978,0.0028458401669877297,0.0032339481607797415
2022-06-21,-0.0017217673055010551,0.004310161105150022,0.00711574767947568,0.008503051502345465,0.0015957511218216563,0.00014532359666985907
2022-06-22,0.00022145261392670062,0.0008332224975176863,0.0004374347665394708,7.603159942638557e-05,0.00407386925049572,0.004105957289431307
2022-06-23,0.0024254394938044354,0.00394167946254846,0.005062282317206171,0.005112335394379355,0.0012130043835638059,0.0008643446010728126
2022-06-24,0.00045716323670859116,0.008022899548653267,0.012889291222828333,0.01670503108489837,-7.99348268129319e-05,-0.001555190592650235
2022-06-27,-0.0007649160214284967,0.0016971926971300559,0.0022539637010177463,0.002640008962907236,0.002617395011208941,0.0032441067869143454
2022-06-28,0.0003011342216261023,-0.0020164634481234923,-0.003530517860745687,-0.004186679350726519,-0.0003733537795009872,-0.00022675566947954042
2022-06-29,0.0014900171671372688,-0.0001683199081033062,-0.0006087237542434905,-0.0013050602986203852,0.003276115192620985,0.0039437918579368425
2022-06-30,0.0025391486463088165,-0.0004143805230145419,0.00023227284902418936,-0.0004921522162584329,0.004407738587100771,0.003526814969870553
