Date,RCRP,"RCRP, no extended terms",HRP,IVP,LW,OAS
2022-07-01,0.0008452170374465686,0.005286552977732759,0.007895919832144929,0.009444591837303038,0.003998417106795709,0.0025199429184995046
2022-07-05,0.002549419873666885,-0.0011912633153918102,-0.0025811145460222567,-0.004040844799512157,-0.001310264803714714,-0.0007228495999115811
2022-07-06,-0.0030256355671622053,-0.002407302650891275,-0.0021735062771302337,-0.0021880202310951696,-0.00039375515816209114,7.349815778523265e-06
2022-07-07,-0.0010380608780581897,0.001787621467155861,0.003632148664683921,0.006423089066141382,-0.001942815679328911,-0.002164870985515882
2022-07-08,-0.0013759808413312355,-0.0010055284114943855,-0.0015013958184699268,-0.0017342593749962634,-0.001494404911288198,0.0007956787517375868
2022-07-11,0.0006653348447982195,0.00014272163101263107,-0.001852938394776209,-0.002912832456909571,0.0037419885840282445,0.0038138106353546772
2022-07-12,-0.0001285614431120612,-0.0007162334058591366,-0.0008535324697728489,-0.0011631763878439355,0.0011555677457286678,0.0026003544271886924
2022-07-13,-0.0006830644251815813,-0.0008677454921167319,-0.0018019585882934758,-0.0021715665300084362,-0.0006342694690272684,0.00021224136582280966
2022-07-14,-0.0007334588890695356,-0.004650650829126334,-0.006343329519479642,-0.007609974121812109,-0.0016412174637952593,-0.0011264081055922573
2022-07-15,0.0014213116981860576,0.00460879856097707,0.007070104037564415,0.009372402081165687,0.003860651278278809,0.002113155052090539
2022-07-18,0.0015518324095078915,8.126094502140022e-05,-0.0009536466261968597,-0.0019480263649413359,-0.0022895987219436536,-0.004630865337491802
2022-07-19,-0.00029609444706327567,0.005275298994258577,0.010436837605870348,0.014378298734559496,0.000882102007457569,0.00027371612080139126
2022-07-20,0.002205268080439533,0.002208628144989281,0.002158582427297332,0.0023542974051540574,-0.0009653098967454007,-0.0012246581209129298
2022-07-21,0.001226838693094297,0.0007305087556989534,0.0015896647179258407,0.002719901571846906,0.0003897098516302067,-0.000187041236295468
2022-07-22,-0.0011551667754932217,-0.0008269315387616829,-0.0006505027487089477,-0.0010469807996465064,-0.0004828911934987189,-0.0020111632061777054
2022-07-25,-0.0022155288656829355,0.0010699298918104658,0.002330096918236962,0.003421483420798892,-0.001168970787501076,-0.0006116424736051215
2022-07-26,-0.0003513681972499625,2.5512027066627167e-05,-0.0010503180857665776,-0.00125363199930302,-0.0015067891720299347,-0.0037364615007335015
2022-07-27,0.001907092788700539,0.0049523572769830555,0.00783719224759923,0.009947869723833137,0.0031802912838349334,0.00390213994658777
2022-07-28,0.0007222717535736849,0.00464731085261395,0.008029435189927367,0.010816633282635792,0.0013182015018346736,0.0010762362673568545
2022-07-29,0.0027825247143971658,0.004721931216397028,0.006510609048776041,0.00764846461124013,0.003590038623742352,0.0007562864470930963
