,Company,RCRP,"RCRP, no extended terms",HRP,IVP,LW,OAS,dateThru
0,AXR,0.0003478226831468688,0.0005839688684108509,0.0001917893968219687,7.688498598762608e-05,0.0012987218763169947,-0.00012683877992034025,2022-05-01
1,JBK,0.002096083779633529,0.0023649472052869494,0.00047551984338617815,0.0003475841710982903,0.007181709797289921,0.008282506152833893,2022-05-01
2,TAC,0.0036010870605763757,0.0038053408968898436,0.0011374345025863112,0.0005592836315478743,-0.0022082692519395314,-0.003816535034105999,2022-05-01
3,DCF,0.018574369735639182,0.01157686895877558,0.004847070673452961,0.0023912492955778597,0.0033134240571149713,0.0031256356186999405,2022-05-01
4,EFL,0.021683013679085494,0.012940119476720021,0.007242906625417005,0.0026728342260404045,0.004200254308869501,0.004417767276721403,2022-05-01
5,JCO,0.1631805348191397,0.05495849211313718,0.017562238775267646,0.010484253818920073,0.008340341481676236,0.010170546963832412,2022-05-01
6,GDL,0.032899313723606126,0.016256928247378576,0.0068221706681492,0.0031012816310647343,0.007862944043725725,0.008919888292905005,2022-05-01
7,PSO,-0.0004494734332202694,0.0013225497489025135,0.00041629243666289575,0.00016910894166892215,0.003770874427886157,0.003440304603848186,2022-05-01
8,CLW,3.634567149185148e-05,0.0005591479185130388,0.0004222387891823456,0.00011694721121582362,0.0038656735829394264,0.004749644048527051,2022-05-01
9,MHLA,-0.00879408399708798,0.003656705831046446,0.001374295306350929,0.000764809337598474,0.004142965878396917,0.004736828745495335,2022-05-01
10,ENJ,0.10721526235124988,0.035249063398521636,0.028910857847041203,0.007819939246893996,0.013762385611095168,0.016640703130434666,2022-05-01
11,ENO,0.11825162049591777,0.03757140736827445,0.03173890159170959,0.00833514694329535,0.01227040700373889,0.01710443696572324,2022-05-01
12,DDT,0.007803144046274317,0.005467346650636755,0.0020270942417349213,0.001128098595044669,0.0025880160189654484,0.005122393942715871,2022-05-01
13,MIXT,0.0006781112650067454,0.0009671408370016358,0.00042022543851597265,0.00019955387670631856,0.002050205831585201,0.0017967395004532408,2022-05-01
14,TVC,0.014916626123621646,0.008965730783974508,0.007391042243458949,0.002390472945480057,0.01120950534123307,0.013163730383331832,2022-05-01
15,TVE,0.03258467247598852,0.012975996423541773,0.013750881988420343,0.003459703301215115,0.014684875386722763,0.018332891103055592,2022-05-01
16,NUW,0.014538345117663084,0.0111837715457588,0.0045051883341886536,0.0018534802541858616,0.007412735302572941,0.008674441588711945,2022-05-01
17,GJH,0.011368518744636083,0.007554278640051602,0.0035772099608351315,0.0016492689563090824,0.010993759444004396,0.013803217707498403,2022-05-01
18,GJP,0.017053236310673212,0.009943418405212172,0.004708549559621933,0.002170871909378865,0.011879597711161363,0.012642189965987774,2022-05-01
19,KTH,0.021977084770405327,0.015969965220266426,0.005305746665947029,0.0020154613106307105,0.009031536552895635,0.009110937098322197,2022-05-01
20,AJRD,0.0030324114609856364,0.0021941314007398387,0.0006793180940728608,0.0002690984508270698,-0.0006212038242856192,-0.0010676151050371847,2022-05-01
21,CNF,0.0006588419380777544,0.0005458727226452687,8.687609354237073e-05,6.694836232828423e-05,0.002992362993388619,0.0031280055093929194,2022-05-01
22,AIC,0.027435422771499116,0.017583817503458443,0.006601695049090858,0.002471396483132121,0.006395546293861114,0.008178377752469998,2022-05-01
23,PYT,0.007735794298114516,0.005605635210341124,0.0034583854739552414,0.000787869138304799,0.011050311124293333,0.013147983949872597,2022-05-01
24,KTN,0.015764694755711704,0.009024629728472296,0.0028986724167919214,0.0017530965038777704,0.012620289653760717,0.015376294111557026,2022-05-01
25,WHG,0.001162828322555142,0.0012715446086045132,0.0005127068993415383,0.00024700630108251024,0.0031745437964749495,0.005167734751989174,2022-05-01
26,NTZ,0.00036669045507151164,0.0004361068603207165,0.00012907329143819422,7.51660591409015e-05,-0.000860328172706291,-0.0007328984036855276,2022-05-01
27,CBH,0.007114289201763906,0.004289604277277396,0.00245656250583345,0.0009828561218482334,0.002579491372235864,0.00478441132828676,2022-05-01
28,MLP,0.002658281181376881,0.0019540787869432373,0.0007308537997952348,0.0004477285488767553,0.0011475106648346281,0.0010268308453858632,2022-05-01
29,NXC,0.0037696048580012987,0.002928432412706834,0.002344189743625411,0.0005688004251148915,0.008252009555436786,0.008134901310147529,2022-05-01
