Date,RCRP,"RCRP, no extended terms",HRP,IVP,LW,OAS
2020-06-01,0.0017367678648692148,0.0054866423241834664,0.006415011444121579,0.008100334943124985,0.004514471714803297,0.005910806302182297
2020-06-02,0.0010617139141522597,0.002030756388669063,0.0052300133586143886,0.008708013036525278,0.001669466434939643,0.004675517607377088
2020-06-03,0.005440177406505071,0.005194129768108872,0.008850220649459112,0.013551669021908679,-0.005207391227057601,-0.0027110514660815
2020-06-04,-0.007003864050560936,-0.003707731830510229,-0.002481580578152037,-0.00021181698244990754,-0.003848374922980642,-0.006025724820493175
2020-06-05,0.0029774727339823936,0.007829554572724745,0.012668547800772293,0.018238982189103005,-0.00481527237597288,-0.008075854795407454
2020-06-08,0.0021613182724290582,0.008304805800059876,0.011830105965246274,0.015025776060170585,-0.0021496080856102787,-0.006279848441330229
2020-06-09,-0.0020861150739935434,-0.003583841852008951,-0.006949365182909303,-0.011486997122668395,0.0017599260721384478,0.0013782627489827015
2020-06-10,0.00026066659010280755,0.0010614107605005166,-0.004099270623346461,-0.009148377788046844,0.002541553375212732,0.0026660584191113123
2020-06-11,-0.003983426005177619,-0.017408526160374506,-0.02884370272910156,-0.04251447479387155,-0.006677831558308876,-0.004422451078346125
2020-06-12,0.0015235378644500768,0.003857073523358834,0.007526796999049133,0.011732875638208178,-0.0021397687731935966,-0.0013332423554108677
2020-06-15,-0.0015199637188731431,0.004526408265849107,0.004538741221124854,0.005789545054674478,-0.0033200831537772814,-0.0032963773407261292
2020-06-16,-0.0020602400566686707,0.001332558779576059,0.006444116701295777,0.01173554166093671,0.0015781092739315847,0.00019520908617074573
2020-06-17,0.002698930730809766,0.00022576718256850167,-0.0017739676807849991,-0.00466282988197101,-0.0013385293313176025,-0.0016739956242196622
2020-06-18,-0.0019456403297968387,-0.0015146773163104026,-0.0013481639710990825,-0.0018273758259933273,-0.0007563840141368009,-0.002358733218611501
2020-06-19,0.001118535258759422,0.0012311286324282664,-0.0015061429184604644,-0.0031897313986583185,-0.00030446694436493313,0.00111585804554832
2020-06-22,0.0019194148222319097,0.0017819933355893104,0.001821491700464067,0.0015821433907388933,-0.0002572186034503649,0.0003985239983514543
2020-06-23,-0.0015668447539102723,-0.0016028924666353203,-0.0003568519381686176,0.0009007375944722523,-0.000264458790198179,0.0012723763883994565
2020-06-24,-0.0034369915257046924,-0.008556393834586753,-0.012235261108703384,-0.01755833473205815,-0.0010692681636997497,-8.878837515076487e-05
2020-06-25,0.0005225662174420378,0.003066221652203224,0.0038343406281241233,0.005595629179398288,-0.0031280363519617903,-0.0019299704493662977
2020-06-26,-0.0014147205881045323,-0.004599805396088679,-0.007554793281693011,-0.011548635819824462,-0.0006826014961681669,-0.0012048366784803398
2020-06-29,0.00019298762522104382,0.004557004770055085,0.007993101408145176,0.01253510224042891,0.0012318818596338684,0.003897391664189621
2020-06-30,0.00187941274763608,0.0018087800712559394,0.0038315421550628257,0.006168184824095305,0.0005851766875308597,-2.3101166560316356e-05
