,Company,RCRP,"RCRP, no extended terms",HRP,IVP,LW,OAS,dateThru
0,IX,-3.875303149357848e-06,0.0002557343141796003,0.0005841240087771742,0.0005492820664198458,0.0012033985665283664,0.0002663649306600671,2021-03-01
1,KB,-8.842386325609852e-07,4.4303329796843784e-05,0.00015922613329760307,0.0004572503926482913,0.001831730334325608,0.0022356467787790655,2021-03-01
2,WF,-8.979596766570555e-07,4.4475609220630815e-05,0.0001598453054145102,0.00045902847196045737,0.0021078271362464894,0.0025354889223359544,2021-03-01
3,PKX,-1.2113059574248976e-06,7.844754790928011e-05,0.00029612036023363966,0.0004632003695717725,-0.00029704256986845594,-0.0006640335728921732,2021-03-01
4,KF,-6.1422545322243115e-06,0.00021489413592872366,0.00041330444083333064,0.000756996993465497,0.0016301586093519494,0.0036331568370051746,2021-03-01
5,JOF,-5.371964130094866e-05,0.0003595197922864113,0.0006470185064007423,0.001195176707073642,0.003569279625441529,0.0037605609777467525,2021-03-01
6,TM,-3.9640375727430715e-05,0.00031011968714476283,0.000662604922275058,0.0010309524939453385,0.0038494449173026427,0.0046312675869568795,2021-03-01
7,JEQ,-4.801269903905332e-05,0.0005022847564409852,0.0007468981801827766,0.0011052137573061955,0.0011773230756241483,0.0005996014920060346,2021-03-01
8,AMX,-9.131424450750742e-06,0.00019814079074436362,0.0002347785625606974,0.0005926279761775472,0.0031687449442928083,0.0036474820878984763,2021-03-01
9,KOF,-1.340780813489563e-05,0.0001491953148177,0.00038096840933951007,0.000688808895714317,0.0019590163192133464,0.003056420176268184,2021-03-01
10,PAC,2.0196763703340143e-07,5.374205306840921e-05,0.00011780820012333866,0.000248117739305038,-0.0015353428328991365,-0.0010268504543217436,2021-03-01
11,HDB,-4.037940299842735e-06,8.34259583240355e-05,0.0002545074610247919,0.0004245170066498738,-0.0033308195352990144,-0.0055764917866841955,2021-03-01
12,IBN,-5.186458839183149e-07,5.837939876205377e-05,0.0002419389473386648,0.0002970663820992785,-0.0030238383524781995,-0.0030999357788680654,2021-03-01
13,CIB,-2.1504461287199393e-06,0.00010616269726766841,0.00014480646916979444,0.00030497922665432745,-0.007019760516661284,-0.00803476638136586,2021-03-01
14,CIG,1.05890866931925e-06,6.536831460096041e-05,6.770191288081286e-05,0.00020950672390669165,4.41960264850543e-06,0.00021323194428742777,2021-03-01
15,SBS,1.3786217875344701e-06,6.992481746457916e-05,7.242107937297385e-05,0.00022411040450111524,-0.0018600934766029695,-0.0014845754964592523,2021-03-01
16,RELX,-4.494318648061424e-06,0.00013859686045301876,0.000438949679688868,0.0007777035810286107,0.00022141124355948947,0.0008407037801164993,2021-03-01
17,SNN,-7.362668557863216e-07,8.286817506136595e-05,0.00018421490689247782,0.00046499521192528136,-0.0012900776703314043,-0.0016745635811120827,2021-03-01
18,GMED,-1.9879240801847956e-06,0.00014025857771107696,0.00046846312810299454,0.00047705493927110125,0.00450842817731445,0.004755130979056065,2021-03-01
19,KO,-9.056519472776556e-06,6.924847436480609e-05,0.0008271594272225117,0.001016736479101699,-0.0009002399128282724,-0.0017944257647539358,2021-03-01
20,POST,-2.733553448660713e-06,4.553204648617053e-05,0.00041519228899101557,0.0006685214808742675,-0.0017593717641984502,-0.002949128782130172,2021-03-01
21,TFX,-1.5164148761459624e-06,2.4399373215203274e-05,0.0004802360211849815,0.000610942549286618,-0.0009123692181904128,-0.0013771564786075564,2021-03-01
22,FIS,-9.439314474626137e-07,1.300737018762747e-05,0.00022598223982231333,0.000557275015076719,-0.00011934318365958511,-0.0007423150103916293,2021-03-01
23,MA,-4.336384394776017e-07,1.049195481224281e-05,0.00018228092338299127,0.00044950702500482403,0.0003166417279374187,0.00026276474492548476,2021-03-01
24,DIS,-5.326444313065383e-07,2.629914094841996e-05,0.0004544224022256702,0.0003777858212701592,0.0006283736381481203,-0.0001695084065267896,2021-03-01
25,EL,-3.7669295759846345e-07,6.285806246081872e-05,0.00047448551773621357,0.0005715602592575703,-0.0008825439311261536,-0.001582383153211454,2021-03-01
26,GIB,-5.8047603671456835e-06,0.00012998387329413811,0.0005789308052330053,0.0008239376382349652,0.00034899569993808075,-0.0020787589880358255,2021-03-01
27,CCEP,-5.357918808164735e-07,3.709447538474693e-05,0.0002537986689563981,0.0003751705031626879,-0.0009094078014919703,-0.0019440903287793203,2021-03-01
